user_id,timestamp,dwell_time_mean,dwell_time_std,flight_time_mean,flight_time_std,typing_speed,error_rate,backspace_frequency,pause_count,is_legitimate,mouse_velocity_mean,mouse_velocity_std,mouse_acceleration_mean,mouse_acceleration_std,mouse_curvature_mean,mouse_idle_time_mean,mouse_click_frequency,mouse_scroll_velocity
user_001,2026-02-28T09:52:18.623654,83.79637465649564,9.297589129152458,130.55973800649136,18.069738916611634,4.7299493918633555,0.050655898999939906,0.04073164614375076,2,1,274.3908980802913,67.4957674318694,132.35684374922778,19.45675841763274,0.25053227029827824,2.4370268543078586,0.7410100643415944,187.432262180212
user_001,2026-02-28T09:57:18.623690,86.53275834764999,4.260159266026607,104.62051580507993,12.750849883036109,4.641478208208895,0.048372771890032994,0.03183951848957578,1,1,289.9863909104532,52.78994162223802,138.9904939331614,42.161193022187106,0.24114844722907194,2.2614957542926346,0.9267553761864198,162.41397292354495
user_001,2026-02-28T10:02:18.623707,93.00637209045523,9.322671098540393,119.45304075212562,9.301007255146173,4.755332612645818,0.046339524461178914,0.026980128451553946,3,1,300.7618725999463,48.70179300266574,152.6828917301258,23.82398398697209,0.2841779979455604,2.8317064417019315,0.6885016429984333,108.90591061262766
user_001,2026-02-28T10:07:18.623727,83.02886873998679,9.12491875062017,114.59038771944027,22.409112738035752,4.8816036241478304,0.034653189274521254,0.06645089824206378,1,1,303.70985531722783,75.79709337654319,140.4738475391516,38.11293444355254,0.29845443189119103,2.0024730687121277,0.9137966158370552,198.85189869385613
user_001,2026-02-28T10:12:18.623739,87.42844587563874,4.1209896283606735,109.26718480550515,15.787444943476494,5.051984231359746,0.046943981375979965,0.04768703435223519,2,1,298.89549194849263,47.964196398976384,144.30434238239897,16.881946154457065,0.25191486470834207,1.8013674611958492,0.8068166936518453,126.90080306824075
user_001,2026-02-28T10:17:18.623751,79.34109778422294,7.840467374815875,116.69274545761267,19.22848890487566,4.99286128878602,0.027599897010452918,0.0564816793878959,2,1,312.1492366510659,34.44104353796373,158.4898150274297,31.668231692871398,0.2250257027582331,2.280766512178798,1.0455337984946584,113.71076943926383
user_001,2026-02-28T10:22:18.623762,83.69557841256692,11.835028866522604,129.1067329081923,18.725120476464795,4.775964893102914,0.04213817480556811,0.05662526862807128,3,1,341.9116125665005,54.190190093660455,143.44408257590982,24.55384737873835,0.27606695386009666,2.1913511586482497,0.9077511984892739,122.379792207619
user_001,2026-02-28T10:27:18.623772,85.02709090065424,9.443023070008548,112.4837930845865,10.215173503677317,5.125773871255577,0.05879269884978849,0.04855979756839333,4,1,312.8234715793744,35.8628550309502,152.83824750209956,17.76873886828168,0.2501898167578669,2.5393774937876574,1.0182620241188538,168.27414362721532
user_001,2026-02-28T10:32:18.623781,89.56960754714757,8.064640736184627,124.69539431172781,21.152146265863877,4.975319210143527,0.06087673512222032,0.0023949020817948877,3,1,288.5538215345093,46.83591550305198,173.18435604739113,26.13373530911924,0.3112870064092961,2.2865448930428376,0.8384098232980064,140.72650607392495
user_001,2026-02-28T10:37:18.623791,88.53022596817003,9.102977948602398,123.00126860090103,7.049724341596429,4.957487442859314,0.04880142427919772,0.07955788089483032,2,1,314.0207572424943,48.47530163619456,166.08380265897634,32.653618534356674,0.24918062639950322,1.7691796551571928,0.4327589253793407,165.2397398073763
